recall_id,clause_id,segment_ids,fan_out,reciprocal,percentage,including_other_clauses_percentage,including_other_clauses,only_secondary,totally_missed,max_clause_id,clause_position
5b3f93fc1388aa0001a80aaf,2,[1],1,[],0.0,0.0,[],set(),{1},27,0.07407407407407407
5b3f93fc1388aa0001a80aaf,3,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",27,0.1111111111111111
5b3f93fc1388aa0001a80aaf,4,[4],1,[],0.0,0.0,[],set(),{4},27,0.14814814814814814
5b3f93fc1388aa0001a80aaf,5,"[5, 6]",2,[],0.0,0.0,[],set(),"{5, 6}",27,0.18518518518518517
5b3f93fc1388aa0001a80aaf,6,[7],1,[],0.0,0.0,[],set(),{7},27,0.2222222222222222
5b3f93fc1388aa0001a80aaf,7,"[8, 9]",2,[],0.0,0.0,[],set(),"{8, 9}",27,0.25925925925925924
5b3f93fc1388aa0001a80aaf,8,"[9, 10]",2,[],0.0,0.0,[],set(),"{9, 10}",27,0.2962962962962963
5b3f93fc1388aa0001a80aaf,9,[11],1,[],0.0,0.0,[],set(),{11},27,0.3333333333333333
5b3f93fc1388aa0001a80aaf,10,[12],1,[],0.0,0.0,[],set(),{12},27,0.37037037037037035
5b3f93fc1388aa0001a80aaf,11,[13],1,[],0.0,0.0,[],set(),{13},27,0.4074074074074074
5b3f93fc1388aa0001a80aaf,12,[14],1,[],0.0,0.0,[],set(),{14},27,0.4444444444444444
5b3f93fc1388aa0001a80aaf,13,"[15, 16, 17, 19]",4,[],0.0,0.0,[],set(),"{16, 17, 19, 15}",27,0.48148148148148145
5b3f93fc1388aa0001a80aaf,14,"[15, 16, 17, 18, 19]",5,[],0.0,0.0,[],set(),"{16, 17, 18, 19, 15}",27,0.5185185185185185
5b3f93fc1388aa0001a80aaf,15,[17],1,[],0.0,0.0,[],set(),{17},27,0.5555555555555556
5b3f93fc1388aa0001a80aaf,16,[20],1,[],0.0,0.0,[],set(),{20},27,0.5925925925925926
5b3f93fc1388aa0001a80aaf,17,[21],1,[],0.0,0.0,[],set(),{21},27,0.6296296296296297
5b3f93fc1388aa0001a80aaf,18,[20],1,[],0.0,0.0,[],set(),{20},27,0.6666666666666666
5b3f93fc1388aa0001a80aaf,19,[22],1,[],0.0,0.0,[],set(),{22},27,0.7037037037037037
5b3f93fc1388aa0001a80aaf,20,[23],1,[],0.0,0.0,[],set(),{23},27,0.7407407407407407
5b3f93fc1388aa0001a80aaf,21,[25],1,[],0.0,0.0,[],set(),{25},27,0.7777777777777778
5b3f93fc1388aa0001a80aaf,22,[26],1,[],0.0,0.0,[],set(),{26},27,0.8148148148148148
5b3f93fc1388aa0001a80aaf,23,[28],1,[],0.0,0.0,[],set(),{28},27,0.8518518518518519
5b3f93fc1388aa0001a80aaf,24,"[29, 30, 31]",3,[],0.0,0.0,[],set(),"{29, 30, 31}",27,0.8888888888888888
5b3f93fc1388aa0001a80aaf,25,[28],1,[],0.0,0.0,[],set(),{28},27,0.9259259259259259
5b3f93fc1388aa0001a80aaf,26,"[29, 30]",2,[],0.0,0.0,[],set(),"{29, 30}",27,0.9629629629629629
5b3f93fc1388aa0001a80aaf,27,[32],1,[],0.0,0.0,[],set(),{32},27,1.0
5ce059ad3f8060001509faaa,1,[1],1,[],0.0,0.0,[],set(),{1},17,0.058823529411764705
5ce059ad3f8060001509faaa,2,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",17,0.11764705882352941
5ce059ad3f8060001509faaa,3,[4],1,[],0.0,0.0,[],set(),{4},17,0.17647058823529413
5ce059ad3f8060001509faaa,4,[12],1,[],0.0,0.0,[],set(),{12},17,0.23529411764705882
5ce059ad3f8060001509faaa,5,[],0,[],0.0,0.0,[],set(),set(),17,0.29411764705882354
5ce059ad3f8060001509faaa,6,"[20, 21, 22]",3,[],0.0,0.0,[],set(),"{20, 21, 22}",17,0.35294117647058826
5ce059ad3f8060001509faaa,7,"[24, 25]",2,[],0.0,0.0,[],set(),"{24, 25}",17,0.4117647058823529
5ce059ad3f8060001509faaa,8,[25],1,[],0.0,0.0,[],set(),{25},17,0.47058823529411764
5ce059ad3f8060001509faaa,9,[14],1,[],0.0,0.0,[],set(),{14},17,0.5294117647058824
5ce059ad3f8060001509faaa,10,[28],1,[],0.0,0.0,[],set(),{28},17,0.5882352941176471
5ce059ad3f8060001509faaa,11,[28],1,[],0.0,0.0,[],set(),{28},17,0.6470588235294118
5ce059ad3f8060001509faaa,12,[28],1,[],0.0,0.0,[],set(),{28},17,0.7058823529411765
5ce059ad3f8060001509faaa,13,[28],1,[],0.0,0.0,[],set(),{28},17,0.7647058823529411
5ce059ad3f8060001509faaa,14,[29],1,[],0.0,0.0,[],set(),{29},17,0.8235294117647058
5ce059ad3f8060001509faaa,15,"[30, 31]",2,[],0.0,0.0,[],set(),"{30, 31}",17,0.8823529411764706
5ce059ad3f8060001509faaa,16,[32],1,[],0.0,0.0,[],set(),{32},17,0.9411764705882353
5ce059ad3f8060001509faaa,17,[32],1,[],0.0,0.0,[],set(),{32},17,1.0
6020f8518d79b27446a0e2b6,1,[1],1,[],0.0,0.0,[],set(),{1},18,0.05555555555555555
6020f8518d79b27446a0e2b6,2,[1],1,[],0.0,0.0,[],set(),{1},18,0.1111111111111111
6020f8518d79b27446a0e2b6,3,[2],1,[],0.0,0.0,[],set(),{2},18,0.16666666666666666
6020f8518d79b27446a0e2b6,4,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",18,0.2222222222222222
6020f8518d79b27446a0e2b6,5,[3],1,[],0.0,0.0,[],set(),{3},18,0.2777777777777778
6020f8518d79b27446a0e2b6,6,[4],1,[],0.0,0.0,[],set(),{4},18,0.3333333333333333
6020f8518d79b27446a0e2b6,7,[9],1,[],0.0,0.0,[],set(),{9},18,0.3888888888888889
6020f8518d79b27446a0e2b6,8,"[8, 10, 11]",3,[],0.0,0.0,[],set(),"{8, 10, 11}",18,0.4444444444444444
6020f8518d79b27446a0e2b6,9,[6],1,[],0.0,0.0,[],set(),{6},18,0.5
6020f8518d79b27446a0e2b6,10,[5],1,[],0.0,0.0,[],set(),{5},18,0.5555555555555556
6020f8518d79b27446a0e2b6,11,[7],1,[],0.0,0.0,[],set(),{7},18,0.6111111111111112
6020f8518d79b27446a0e2b6,12,[13],1,[],0.0,0.0,[],set(),{13},18,0.6666666666666666
6020f8518d79b27446a0e2b6,13,[12],1,[],0.0,0.0,[],set(),{12},18,0.7222222222222222
6020f8518d79b27446a0e2b6,14,"[16, 17, 19]",3,[],0.0,0.0,[],set(),"{16, 17, 19}",18,0.7777777777777778
6020f8518d79b27446a0e2b6,15,"[20, 21]",2,[],0.0,0.0,[],set(),"{20, 21}",18,0.8333333333333334
6020f8518d79b27446a0e2b6,16,[28],1,[],0.0,0.0,[],set(),{28},18,0.8888888888888888
6020f8518d79b27446a0e2b6,17,"[25, 26]",2,[],0.0,0.0,[],set(),"{25, 26}",18,0.9444444444444444
6020f8518d79b27446a0e2b6,18,[32],1,[],0.0,0.0,[],set(),{32},18,1.0
60205f5ba5fe0165fa0e5e01,1,[1],1,[],0.0,0.0,[],set(),{1},6,0.16666666666666666
60205f5ba5fe0165fa0e5e01,2,"[1, 2, 3]",3,[],0.0,0.0,[],set(),"{1, 2, 3}",6,0.3333333333333333
60205f5ba5fe0165fa0e5e01,3,[4],1,[],0.0,0.0,[],set(),{4},6,0.5
60205f5ba5fe0165fa0e5e01,4,[12],1,[],0.0,0.0,[],set(),{12},6,0.6666666666666666
60205f5ba5fe0165fa0e5e01,5,"[13, 24, 25]",3,[],0.0,0.0,[],set(),"{24, 25, 13}",6,0.8333333333333334
60205f5ba5fe0165fa0e5e01,6,[25],1,[],0.0,0.0,[],set(),{25},6,1.0
604637ce7d3ec8090f32cbed,1,[],0,[],0.0,0.0,[],set(),set(),14,0.07142857142857142
604637ce7d3ec8090f32cbed,2,[5],1,[],0.0,0.0,[],set(),{5},14,0.14285714285714285
604637ce7d3ec8090f32cbed,3,[5],1,[],0.0,0.0,[],set(),{5},14,0.21428571428571427
604637ce7d3ec8090f32cbed,4,[1],1,[],0.0,0.0,[],set(),{1},14,0.2857142857142857
604637ce7d3ec8090f32cbed,5,"[1, 2, 3]",3,[],0.0,0.0,[],set(),"{1, 2, 3}",14,0.35714285714285715
604637ce7d3ec8090f32cbed,6,"[4, 6]",2,[],0.0,0.0,[],set(),"{4, 6}",14,0.42857142857142855
604637ce7d3ec8090f32cbed,7,[4],1,[],0.0,0.0,[],set(),{4},14,0.5
604637ce7d3ec8090f32cbed,8,"[6, 8, 9, 10, 11]",5,[],0.0,0.0,[],set(),"{6, 8, 9, 10, 11}",14,0.5714285714285714
604637ce7d3ec8090f32cbed,9,[12],1,[],0.0,0.0,[],set(),{12},14,0.6428571428571429
604637ce7d3ec8090f32cbed,10,"[24, 25, 26]",3,[],0.0,0.0,[],set(),"{24, 25, 26}",14,0.7142857142857143
604637ce7d3ec8090f32cbed,11,"[12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27]",15,[],0.0,0.0,[],set(),"{12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27}",14,0.7857142857142857
604637ce7d3ec8090f32cbed,12,"[28, 29, 30, 31]",4,[],0.0,0.0,[],set(),"{28, 29, 30, 31}",14,0.8571428571428571
604637ce7d3ec8090f32cbed,13,[28],1,[],0.0,0.0,[],set(),{28},14,0.9285714285714286
604637ce7d3ec8090f32cbed,14,[28],1,[],0.0,0.0,[],set(),{28},14,1.0
6483247637d20bcecd41963b,1,[1],1,[],0.0,0.0,[],set(),{1},10,0.1
6483247637d20bcecd41963b,2,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",10,0.2
6483247637d20bcecd41963b,3,[],0,[],0.0,0.0,[],set(),set(),10,0.3
6483247637d20bcecd41963b,4,"[13, 19]",2,[],0.0,0.0,[],set(),"{19, 13}",10,0.4
6483247637d20bcecd41963b,5,[5],1,[],0.0,0.0,[],set(),{5},10,0.5
6483247637d20bcecd41963b,6,[5],1,[],0.0,0.0,[],set(),{5},10,0.6
6483247637d20bcecd41963b,7,[12],1,[],0.0,0.0,[],set(),{12},10,0.7
6483247637d20bcecd41963b,8,"[17, 28]",2,[],0.0,0.0,[],set(),"{17, 28}",10,0.8
6483247637d20bcecd41963b,9,"[13, 19]",2,[],0.0,0.0,[],set(),"{19, 13}",10,0.9
6483247637d20bcecd41963b,10,[20],1,[],0.0,0.0,[],set(),{20},10,1.0
605ba57d2842d8291b4afd24,1,[5],1,[],0.0,0.0,[],set(),{5},15,0.06666666666666667
605ba57d2842d8291b4afd24,2,[],0,[],0.0,0.0,[],set(),set(),15,0.13333333333333333
605ba57d2842d8291b4afd24,3,[1],1,[],0.0,0.0,[],set(),{1},15,0.2
605ba57d2842d8291b4afd24,4,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",15,0.26666666666666666
605ba57d2842d8291b4afd24,5,"[1, 4]",2,[],0.0,0.0,[],set(),"{1, 4}",15,0.3333333333333333
605ba57d2842d8291b4afd24,6,"[8, 9, 10, 11]",4,[],0.0,0.0,[],set(),"{8, 9, 10, 11}",15,0.4
605ba57d2842d8291b4afd24,7,[6],1,[],0.0,0.0,[],set(),{6},15,0.4666666666666667
605ba57d2842d8291b4afd24,8,[7],1,[],0.0,0.0,[],set(),{7},15,0.5333333333333333
605ba57d2842d8291b4afd24,9,[12],1,[],0.0,0.0,[],set(),{12},15,0.6
605ba57d2842d8291b4afd24,10,[12],1,[],0.0,0.0,[],set(),{12},15,0.6666666666666666
605ba57d2842d8291b4afd24,11,[13],1,[],0.0,0.0,[],set(),{13},15,0.7333333333333333
605ba57d2842d8291b4afd24,12,"[16, 17]",2,[],0.0,0.0,[],set(),"{16, 17}",15,0.8
605ba57d2842d8291b4afd24,13,"[19, 20, 21, 22]",4,[],0.0,0.0,[],set(),"{19, 20, 21, 22}",15,0.8666666666666667
605ba57d2842d8291b4afd24,14,"[25, 26]",2,[],0.0,0.0,[],set(),"{25, 26}",15,0.9333333333333333
605ba57d2842d8291b4afd24,15,[28],1,[],0.0,0.0,[],set(),{28},15,1.0
5ea20fd571038c119083a8df,1,[1],1,[],0.0,0.0,[],set(),{1},40,0.025
5ea20fd571038c119083a8df,2,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",40,0.05
5ea20fd571038c119083a8df,3,[2],1,[],0.0,0.0,[],set(),{2},40,0.075
5ea20fd571038c119083a8df,4,[4],1,[],0.0,0.0,[],set(),{4},40,0.1
5ea20fd571038c119083a8df,5,[4],1,[],0.0,0.0,[],set(),{4},40,0.125
5ea20fd571038c119083a8df,6,"[9, 10, 11]",3,[],0.0,0.0,[],set(),"{9, 10, 11}",40,0.15
5ea20fd571038c119083a8df,7,"[9, 10, 11]",3,[],0.0,0.0,[],set(),"{9, 10, 11}",40,0.175
5ea20fd571038c119083a8df,8,"[10, 11]",2,[],0.0,0.0,[],set(),"{10, 11}",40,0.2
5ea20fd571038c119083a8df,9,[12],1,[],0.0,0.0,[],set(),{12},40,0.225
5ea20fd571038c119083a8df,10,[],0,[],0.0,0.0,[],set(),set(),40,0.25
5ea20fd571038c119083a8df,11,[],0,[],0.0,0.0,[],set(),set(),40,0.275
5ea20fd571038c119083a8df,12,[14],1,[],0.0,0.0,[],set(),{14},40,0.3
5ea20fd571038c119083a8df,13,[24],1,[],0.0,0.0,[],set(),{24},40,0.325
5ea20fd571038c119083a8df,14,[24],1,[],0.0,0.0,[],set(),{24},40,0.35
5ea20fd571038c119083a8df,15,[],0,[],0.0,0.0,[],set(),set(),40,0.375
5ea20fd571038c119083a8df,16,[25],1,[],0.0,0.0,[],set(),{25},40,0.4
5ea20fd571038c119083a8df,17,[25],1,[],0.0,0.0,[],set(),{25},40,0.425
5ea20fd571038c119083a8df,18,[],0,[],0.0,0.0,[],set(),set(),40,0.45
5ea20fd571038c119083a8df,19,[5],1,[],0.0,0.0,[],set(),{5},40,0.475
5ea20fd571038c119083a8df,20,[5],1,[],0.0,0.0,[],set(),{5},40,0.5
5ea20fd571038c119083a8df,21,[],0,[],0.0,0.0,[],set(),set(),40,0.525
5ea20fd571038c119083a8df,22,[17],1,[],0.0,0.0,[],set(),{17},40,0.55
5ea20fd571038c119083a8df,23,[17],1,[],0.0,0.0,[],set(),{17},40,0.575
5ea20fd571038c119083a8df,24,[5],1,[],0.0,0.0,[],set(),{5},40,0.6
5ea20fd571038c119083a8df,25,[17],1,[],0.0,0.0,[],set(),{17},40,0.625
5ea20fd571038c119083a8df,26,"[26, 27, 28]",3,[],0.0,0.0,[],set(),"{26, 27, 28}",40,0.65
5ea20fd571038c119083a8df,27,[27],1,[],0.0,0.0,[],set(),{27},40,0.675
5ea20fd571038c119083a8df,28,[28],1,[],0.0,0.0,[],set(),{28},40,0.7
5ea20fd571038c119083a8df,29,"[29, 30, 31]",3,[],0.0,0.0,[],set(),"{29, 30, 31}",40,0.725
5ea20fd571038c119083a8df,30,"[29, 30, 31]",3,[],0.0,0.0,[],set(),"{29, 30, 31}",40,0.75
5ea20fd571038c119083a8df,31,[24],1,[],0.0,0.0,[],set(),{24},40,0.775
5ea20fd571038c119083a8df,32,[],0,[],0.0,0.0,[],set(),set(),40,0.8
5ea20fd571038c119083a8df,33,"[1, 2, 3]",3,[],0.0,0.0,[],set(),"{1, 2, 3}",40,0.825
5ea20fd571038c119083a8df,34,"[1, 2]",2,[],0.0,0.0,[],set(),"{1, 2}",40,0.85
5ea20fd571038c119083a8df,35,[4],1,[],0.0,0.0,[],set(),{4},40,0.875
5ea20fd571038c119083a8df,36,[6],1,[],0.0,0.0,[],set(),{6},40,0.9
5ea20fd571038c119083a8df,37,[28],1,[],0.0,0.0,[],set(),{28},40,0.925
5ea20fd571038c119083a8df,38,"[13, 15, 17, 19, 20, 21, 22, 23, 25, 26, 27]",11,[],0.0,0.0,[],set(),"{13, 15, 17, 19, 20, 21, 22, 23, 25, 26, 27}",40,0.95
5ea20fd571038c119083a8df,39,[],0,[],0.0,0.0,[],set(),set(),40,0.975
5ea20fd571038c119083a8df,40,[32],1,[],0.0,0.0,[],set(),{32},40,1.0
606f66766e39073d51680a26,1,[1],1,[],0.0,0.0,[],set(),{1},7,0.14285714285714285
606f66766e39073d51680a26,2,[1],1,[],0.0,0.0,[],set(),{1},7,0.2857142857142857
606f66766e39073d51680a26,3,[1],1,[],0.0,0.0,[],set(),{1},7,0.42857142857142855
606f66766e39073d51680a26,4,[2],1,[],0.0,0.0,[],set(),{2},7,0.5714285714285714
606f66766e39073d51680a26,5,[3],1,[],0.0,0.0,[],set(),{3},7,0.7142857142857143
606f66766e39073d51680a26,6,"[13, 24, 25]",3,[],0.0,0.0,[],set(),"{24, 25, 13}",7,0.8571428571428571
606f66766e39073d51680a26,7,[5],1,[],0.0,0.0,[],set(),{5},7,1.0
5d1684b485233900157040d6,1,[1],1,[],0.0,0.0,[],set(),{1},22,0.045454545454545456
5d1684b485233900157040d6,2,[1],1,[],0.0,0.0,[],set(),{1},22,0.09090909090909091
5d1684b485233900157040d6,3,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",22,0.13636363636363635
5d1684b485233900157040d6,4,[4],1,[],0.0,0.0,[],set(),{4},22,0.18181818181818182
5d1684b485233900157040d6,5,[5],1,[],0.0,0.0,[],set(),{5},22,0.22727272727272727
5d1684b485233900157040d6,6,[6],1,[],0.0,0.0,[],set(),{6},22,0.2727272727272727
5d1684b485233900157040d6,7,[7],1,[],0.0,0.0,[],set(),{7},22,0.3181818181818182
5d1684b485233900157040d6,8,"[8, 9, 10, 11]",4,[],0.0,0.0,[],set(),"{8, 9, 10, 11}",22,0.36363636363636365
5d1684b485233900157040d6,9,"[8, 9, 10, 11]",4,[],0.0,0.0,[],set(),"{8, 9, 10, 11}",22,0.4090909090909091
5d1684b485233900157040d6,10,[12],1,[],0.0,0.0,[],set(),{12},22,0.45454545454545453
5d1684b485233900157040d6,11,[12],1,[],0.0,0.0,[],set(),{12},22,0.5
5d1684b485233900157040d6,12,"[13, 14]",2,[],0.0,0.0,[],set(),"{13, 14}",22,0.5454545454545454
5d1684b485233900157040d6,13,"[15, 19]",2,[],0.0,0.0,[],set(),"{19, 15}",22,0.5909090909090909
5d1684b485233900157040d6,14,[16],1,[],0.0,0.0,[],set(),{16},22,0.6363636363636364
5d1684b485233900157040d6,15,[17],1,[],0.0,0.0,[],set(),{17},22,0.6818181818181818
5d1684b485233900157040d6,16,[17],1,[],0.0,0.0,[],set(),{17},22,0.7272727272727273
5d1684b485233900157040d6,17,[20],1,[],0.0,0.0,[],set(),{20},22,0.7727272727272727
5d1684b485233900157040d6,18,[20],1,[],0.0,0.0,[],set(),{20},22,0.8181818181818182
5d1684b485233900157040d6,19,"[24, 25]",2,[],0.0,0.0,[],set(),"{24, 25}",22,0.8636363636363636
5d1684b485233900157040d6,20,[28],1,[],0.0,0.0,[],set(),{28},22,0.9090909090909091
5d1684b485233900157040d6,21,"[29, 30, 31]",3,[],0.0,0.0,[],set(),"{29, 30, 31}",22,0.9545454545454546
5d1684b485233900157040d6,22,[32],1,[],0.0,0.0,[],set(),{32},22,1.0
63d13efb60b6ba4c433bad7d,1,[1],1,[],0.0,0.0,[],set(),{1},5,0.2
63d13efb60b6ba4c433bad7d,2,"[4, 5]",2,[],0.0,0.0,[],set(),"{4, 5}",5,0.4
63d13efb60b6ba4c433bad7d,3,[14],1,[],0.0,0.0,[],set(),{14},5,0.6
63d13efb60b6ba4c433bad7d,4,"[16, 20, 21, 22]",4,[],0.0,0.0,[],set(),"{16, 20, 21, 22}",5,0.8
63d13efb60b6ba4c433bad7d,5,[22],1,[],0.0,0.0,[],set(),{22},5,1.0
5bec91e66cb00e00015b8a7b,1,[1],1,[],0.0,0.0,[],set(),{1},14,0.07142857142857142
5bec91e66cb00e00015b8a7b,2,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",14,0.14285714285714285
5bec91e66cb00e00015b8a7b,3,[5],1,[],0.0,0.0,[],set(),{5},14,0.21428571428571427
5bec91e66cb00e00015b8a7b,4,[12],1,[],0.0,0.0,[],set(),{12},14,0.2857142857142857
5bec91e66cb00e00015b8a7b,5,"[8, 9, 10, 11]",4,[],0.0,0.0,[],set(),"{8, 9, 10, 11}",14,0.35714285714285715
5bec91e66cb00e00015b8a7b,6,[14],1,[],0.0,0.0,[],set(),{14},14,0.42857142857142855
5bec91e66cb00e00015b8a7b,7,[13],1,[],0.0,0.0,[],set(),{13},14,0.5
5bec91e66cb00e00015b8a7b,8,"[16, 17]",2,[],0.0,0.0,[],set(),"{16, 17}",14,0.5714285714285714
5bec91e66cb00e00015b8a7b,9,[22],1,[],0.0,0.0,[],set(),{22},14,0.6428571428571429
5bec91e66cb00e00015b8a7b,10,[27],1,[],0.0,0.0,[],set(),{27},14,0.7142857142857143
5bec91e66cb00e00015b8a7b,11,[25],1,[],0.0,0.0,[],set(),{25},14,0.7857142857142857
5bec91e66cb00e00015b8a7b,12,[28],1,[],0.0,0.0,[],set(),{28},14,0.8571428571428571
5bec91e66cb00e00015b8a7b,13,[28],1,[],0.0,0.0,[],set(),{28},14,0.9285714285714286
5bec91e66cb00e00015b8a7b,14,[26],1,[],0.0,0.0,[],set(),{26},14,1.0
5f588f227723ca000cc5e08f,1,[1],1,[],0.0,0.0,[],set(),{1},13,0.07692307692307693
5f588f227723ca000cc5e08f,2,"[2, 3]",2,[],0.0,0.0,[],set(),"{2, 3}",13,0.15384615384615385
5f588f227723ca000cc5e08f,3,[1],1,[],0.0,0.0,[],set(),{1},13,0.23076923076923078
5f588f227723ca000cc5e08f,4,[5],1,[],0.0,0.0,[],set(),{5},13,0.3076923076923077
5f588f227723ca000cc5e08f,5,"[9, 10, 11]",3,[],0.0,0.0,[],set(),"{9, 10, 11}",13,0.38461538461538464
5f588f227723ca000cc5e08f,6,[12],1,[],0.0,0.0,[],set(),{12},13,0.46153846153846156
5f588f227723ca000cc5e08f,7,[12],1,[],0.0,0.0,[],set(),{12},13,0.5384615384615384
5f588f227723ca000cc5e08f,8,"[16, 17, 19, 20, 21, 22, 23]",7,[],0.0,0.0,[],set(),"{16, 17, 19, 20, 21, 22, 23}",13,0.6153846153846154
5f588f227723ca000cc5e08f,9,[26],1,[],0.0,0.0,[],set(),{26},13,0.6923076923076923
5f588f227723ca000cc5e08f,10,"[24, 25]",2,[],0.0,0.0,[],set(),"{24, 25}",13,0.7692307692307693
5f588f227723ca000cc5e08f,11,[25],1,[],0.0,0.0,[],set(),{25},13,0.8461538461538461
5f588f227723ca000cc5e08f,12,[28],1,[],0.0,0.0,[],set(),{28},13,0.9230769230769231
5f588f227723ca000cc5e08f,13,"[28, 29, 30, 31]",4,[],0.0,0.0,[],set(),"{28, 29, 30, 31}",13,1.0
613e6364893dc0edb5e84806,1,[],0,[],0.0,0.0,[],set(),set(),1,1.0
5edd2d699c9855a147178414,1,[5],1,[],0.0,0.0,[],set(),{5},18,0.05555555555555555
5edd2d699c9855a147178414,2,[5],1,[],0.0,0.0,[],set(),{5},18,0.1111111111111111
5edd2d699c9855a147178414,3,[],0,[],0.0,0.0,[],set(),set(),18,0.16666666666666666
5edd2d699c9855a147178414,4,[1],1,[],0.0,0.0,[],set(),{1},18,0.2222222222222222
5edd2d699c9855a147178414,5,[1],1,[],0.0,0.0,[],set(),{1},18,0.2777777777777778
5edd2d699c9855a147178414,6,[4],1,[],0.0,0.0,[],set(),{4},18,0.3333333333333333
5edd2d699c9855a147178414,7,[6],1,[],0.0,0.0,[],set(),{6},18,0.3888888888888889
5edd2d699c9855a147178414,8,"[7, 8]",2,[],0.0,0.0,[],set(),"{8, 7}",18,0.4444444444444444
5edd2d699c9855a147178414,9,[12],1,[],0.0,0.0,[],set(),{12},18,0.5
5edd2d699c9855a147178414,10,[13],1,[],0.0,0.0,[],set(),{13},18,0.5555555555555556
5edd2d699c9855a147178414,11,[13],1,[],0.0,0.0,[],set(),{13},18,0.6111111111111112
5edd2d699c9855a147178414,12,"[20, 21, 22, 23, 25]",5,[],0.0,0.0,[],set(),"{20, 21, 22, 23, 25}",18,0.6666666666666666
5edd2d699c9855a147178414,13,"[24, 25]",2,[],0.0,0.0,[],set(),"{24, 25}",18,0.7222222222222222
